date,datetime,open,high,low,close,volume,openinterest,normal_high_by_point,normal_low_by_point,trending_high_by_point,trending_low_by_point,close_average_percent,is_ma_trending,maybe_buy_signal,maybe_two_by_zero_signal,maybe_dl_break_signal,bar_count_at_signal,slow_ma_distr_percent,fast_ma_distr_percent,trsi,low_trsi,is_dtpl,gain,loss,avg_gain,avg_loss,rs,rsi
2022-01-03 11:00:00,2022-01-03 11:00:00,47286.18,47570.0,45696.0,46446.1,27662.0771,0,,,,,2.7266883882254973,0.0,-1,-1,-1,0.0,85.0,50.5,40.367940182419886,40.367940182419886,0.0,0.0,840.0800000000017,448.64127551020295,483.9721938775502,0.926998040767015,48.105811275139445
2022-01-04 11:00:00,2022-01-04 11:00:00,46446.1,47557.54,45500.0,45832.01,35491.4136,0,,,,,2.7322330349263404,0.0,-1,-1,-1,0.0,92.0,67.5,38.67518475748314,38.67518475748314,0.0,0.0,614.0899999999965,416.59547011661704,493.26632288629634,0.8445649962051984,45.78667587982597
2022-01-05 11:00:00,2022-01-05 11:00:00,45832.01,47070.0,42500.0,43451.13,51784.11857,0,,,,,2.709007208378264,0.0,-1,-1,-1,0.0,85.0,80.0,32.912682936451986,32.912682936451986,0.0,0.0,2380.8800000000047,386.83865082257296,628.0958712515612,0.6158910900843012,38.11464113291015
2022-01-06 11:00:00,2022-01-06 11:00:00,43451.14,43816.0,42430.58,43082.31,38880.37305,0,52088.0,,,,2.730289381429626,0.0,-1,-1,-1,0.0,89.0,93.0,32.11442997865636,32.11442997865636,0.0,0.0,368.8199999999997,359.20731862096056,609.5761661621639,0.589273889893854,37.07818354287637
2022-01-07 11:00:00,2022-01-07 11:00:00,43082.3,43145.83,40610.0,41566.48,54836.50818,0,,,,,2.7328927073417537,0.0,-1,-1,-1,0.0,96.5,96.5,29.001182309176727,29.001182309176727,0.0,0.0,1515.8299999999945,333.5496530051777,674.308582864866,0.4946543192258644,33.09489778760775
2022-01-08 11:00:00,2022-01-08 11:00:00,41566.48,42300.0,40501.0,41679.74,32952.73111,0,,,,,2.694428613539584,0.0,-1,-1,-1,0.0,98.0,94.5,29.550724106898244,29.001182309176727,0.0,113.25999999999476,-0.0,317.8146777905217,626.1436840888042,0.507574676334908,33.66829413511256
2022-01-09 11:00:00,2022-01-09 11:00:00,41679.74,42786.7,41200.02,41864.62,22724.39426,0,,,,,2.681544560683893,0.0,-1,-1,-1,0.0,96.5,92.0,30.496427183633628,29.001182309176727,0.0,184.88000000000466,-0.0,308.31934366262766,581.4191352253182,0.530287575662855,34.65280540052461
2022-01-10 11:00:00,2022-01-10 11:00:00,41864.62,42248.5,39650.0,41822.49,50729.17019,0,,,,,2.6657906343550524,0.0,-1,-1,-1,0.0,97.5,72.5,30.396292370532592,29.550724106898244,0.0,0.0,42.13000000000466,286.2965334010114,542.8984827092244,0.5273481921929618,34.52704464433856
2022-01-11 11:00:00,2022-01-11 11:00:00,41822.49,43100.0,41268.93,42729.29,37296.43729,0,,,,,2.6516697473123205,0.0,-1,-1,-1,0.0,95.0,57.0,35.31914270348034,30.396292370532592,0.0,906.8000000000029,-0.0,330.6182095866537,504.12001965856547,0.655832334947891,39.607412000957815
2022-01-12 11:00:00,2022-01-12 11:00:00,42729.29,44322.0,42450.0,43902.66,33943.2928,0,,,,,2.618102761107889,0.0,-1,-1,-1,0.0,85.0,26.0,41.12204341017503,30.396292370532592,0.0,1173.3700000000026,-0.0,390.81476604475,468.1114468258108,0.8348754739812554,45.500388763155065
2022-01-13 11:00:00,2022-01-13 11:00:00,43902.65,44500.0,42311.22,42560.11,34910.87762,0,,,,,2.6207643004563552,0.0,-1,-1,-1,0.0,76.0,39.5,37.02861658946253,35.31914270348034,0.0,0.0,1342.550000000003,362.89942561298216,530.5713434811103,0.6839785639985329,40.61682129578039
2022-01-14 11:00:00,2022-01-14 11:00:00,42558.35,43448.78,41725.95,43059.96,32640.88292,0,,,,39650.0,2.5986253680919247,0.0,-1,-1,-1,0.0,75.5,34.0,39.44548381859357,37.02861658946253,0.0,499.84999999999854,-0.0,372.68160949776905,492.67339037531667,0.7564476117004445,43.06690428233813
2022-01-15 11:00:00,2022-01-15 11:00:00,43059.96,43800.0,42555.0,43084.29,21936.05616,0,,,,,2.6015373052133315,0.0,-1,-1,-1,0.0,77.5,33.5,39.56706611259566,37.02861658946253,0.0,24.330000000001746,-0.0,347.79935167649995,457.4824339199369,0.7602463524039212,43.189770077675384
2022-01-16 11:00:00,2022-01-16 11:00:00,43084.29,43475.0,42581.79,43071.66,20602.35271,0,,,,,2.5812828633547444,0.0,-1,-1,-1,0.0,78.0,45.49999999999999,39.52270357658137,39.44548381859357,0.0,0.0,12.62999999999738,322.9565408424642,425.70726006851265,0.7586352668509532,43.13772623298863
2022-01-17 11:00:00,2022-01-17 11:00:00,43071.66,43176.18,41540.42,42201.62,27562.08613,0,,,,,2.569361930982621,0.0,-1,-1,-1,0.0,80.0,73.5,36.487762257631935,36.487762257631935,0.0,0.0,870.0400000000009,299.88821649657393,457.4453129207618,0.6555717328959063,39.59790565819749
2022-01-18 11:00:00,2022-01-18 11:00:00,42201.63,42691.0,41250.0,42352.12,29324.08257,0,,39650.0,44500.0,,2.5574856700557125,0.0,-1,-1,-1,0.0,67.5,52.5,37.383486847273154,36.487762257631935,0.0,150.5,-0.0,289.2176296039615,424.77064771213594,0.6808795079455731,40.507335875476684
2022-01-19 11:00:00,2022-01-19 11:00:00,42352.12,42559.13,41138.56,41660.01,31685.72159,0,,,,,2.5550625001672485,0.0,-1,-1,-1,0.0,69.5,70.0,34.942873375274175,34.942873375274175,0.0,0.0,692.1100000000006,268.5592274893928,443.86631573269773,0.6050452984837957,37.69646246466384
2022-01-20 11:00:00,2022-01-20 11:00:00,41660.0,43505.0,40553.31,40680.91,42330.33953,0,,,,,2.5501722870915646,0.0,-1,-1,-1,0.0,83.0,80.0,31.78180184831122,31.78180184831122,0.0,0.0,979.0999999999985,249.37642552586476,482.0972931803621,0.5172740628364576,34.09232883540125
2022-01-21 11:00:00,2022-01-21 11:00:00,40680.92,41100.0,35440.45,36445.31,88860.891999,0,,,,,2.5530194779025432,0.0,-1,-1,-1,0.0,96.0,99.5,22.358685581739906,22.358685581739906,0.0,0.0,4235.600000000006,231.5638237025887,750.2046293817651,0.3086675483373353,23.586398908530896
